,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
406,420,654,56,5,106,0,0,430880,670304,173,82,203,73,81,1
407,400,496,0,72,25,67,0,410432,508192,0,127,91,87,39,1
408,199,82,0,81,0,127,104,204576,84192,12,131,26,173,269,1
409,235,68,325,0,53,95,85,241024,69984,1964,269,125,164,227,1
410,177,73,4,74,35,77,27,181792,75296,109,148,108,113,135,1
411,338,635,18,30,41,66,21,346656,650912,123,84,103,96,128,1
412,201,77,305,30,115,52,87,206016,79552,1646,309,242,153,230,1
413,348,186,121,24,41,59,25,356480,190624,313,102,100,85,132,1
414,214,71,254,35,8,101,54,219168,72960,1036,205,79,146,172,1
415,162,74,0,71,60,66,132,166688,76064,100,147,139,113,345,1
416,206,70,11,0,73,19,94,211680,72032,115,0,130,59,246,1
417,182,80,93,0,53,69,51,186752,82240,242,54,116,111,167,1
418,168,80,0,55,58,38,82,172032,82880,55,113,124,68,220,1
419,158,70,128,0,74,13,15,162592,72672,332,71,135,53,121,1
420,179,61,19,0,84,40,0,184192,62528,124,1,157,97,105,1
421,114,244,0,46,22,71,114,117504,250048,15,87,84,92,295,1
422,443,120,35,0,40,14,0,454304,123648,144,34,81,24,39,1
423,121,500,0,55,55,42,115,124576,512224,33,109,120,71,297,1
424,431,595,0,46,94,86,0,442304,610208,101,117,208,187,77,1
425,129,77,0,65,38,51,0,132192,78912,37,123,101,71,87,1
426,170,516,0,0,66,24,111,174496,529024,86,52,126,58,286,1
427,134,59,0,0,85,0,0,138144,61056,16,0,145,24,31,1
428,232,81,317,0,91,32,41,238240,82976,1834,245,170,94,153,1
429,186,102,306,0,119,68,0,191168,105216,1662,267,253,185,100,1
430,157,69,0,18,46,81,0,161216,71360,9,55,115,129,0,1
431,228,70,0,86,5,73,0,233824,72064,100,164,74,85,54,1
432,143,1023,92,73,98,0,20,147008,1048544,241,181,190,35,126,1
433,128,67,30,0,36,100,0,131584,68608,137,42,105,161,9,1
434,142,427,0,0,62,42,0,146144,437952,29,0,119,77,52,1
435,146,72,263,0,99,0,0,149920,73760,1119,115,173,50,81,1
436,143,96,20,62,99,23,79,147296,99168,126,147,201,93,215,1
437,263,98,277,0,101,33,0,270048,100512,1276,177,193,108,65,1
438,198,88,253,25,97,60,80,203008,90272,1031,214,200,142,216,1
439,348,471,53,44,56,102,0,357056,482496,169,112,142,182,31,1
440,125,317,0,54,36,51,0,128768,324960,32,104,96,69,34,1
441,374,134,97,0,72,0,0,383936,138176,251,42,127,35,57,1
442,408,518,41,31,59,103,0,418400,530464,152,93,145,186,81,1
443,419,337,177,95,88,71,64,429824,345632,517,259,198,150,188,1
444,264,77,320,0,15,129,16,270656,79712,1881,214,89,224,122,1
445,193,71,0,0,8,96,50,198240,73088,0,0,69,134,165,1
446,138,65,0,72,0,107,135,142112,67200,70,125,43,136,357,1
447,418,788,101,154,38,55,0,428960,807392,263,385,130,77,61,1
448,144,165,115,19,67,62,91,148352,169120,297,100,141,112,240,1
449,487,1023,227,0,49,134,160,498720,1048544,809,44,132,264,445,1
450,442,665,0,16,34,25,0,452736,681280,57,57,80,33,44,1
451,369,1023,177,80,106,57,122,378272,1048544,518,235,230,148,316,1
452,223,72,341,0,76,46,21,228832,73888,2279,295,144,97,127,1
453,382,727,75,105,84,53,3,392000,744480,207,240,187,115,108,1
454,124,95,0,41,67,79,0,127680,98208,48,94,151,143,97,1
455,458,606,75,72,89,16,22,469632,621440,207,172,180,73,129,1
456,126,241,0,38,39,80,37,129344,247040,79,87,107,121,147,1
457,177,79,0,106,4,81,45,182112,81632,84,207,82,100,158,1
458,203,78,16,0,31,59,44,208544,79872,121,0,78,78,157,1
459,154,77,2,79,0,100,0,158464,79136,107,144,39,118,0,1
460,433,557,0,68,35,56,110,443840,570592,93,135,99,76,283,1
461,533,567,384,129,190,155,78,546144,580736,3348,780,604,567,213,1
462,354,703,289,167,235,140,216,363200,720064,1420,712,905,677,736,1
463,126,80,96,8,69,62,90,129248,82816,250,83,142,113,237,1
464,249,80,384,7,132,0,6,255072,82624,3351,519,261,40,111,1
465,206,74,0,0,4,80,0,211328,76192,68,11,58,98,71,1
466,147,69,0,0,19,73,0,151168,70848,69,38,75,95,48,1
467,185,70,0,57,72,85,0,190240,72576,12,115,164,160,32,1
468,470,1023,129,58,53,133,112,481984,1048544,337,154,158,266,289,1
469,411,575,46,0,42,77,42,421792,588928,158,47,104,118,154,1
470,145,67,0,0,56,17,26,148896,69248,79,3,102,41,133,1
471,316,881,155,15,37,83,0,323840,902592,423,105,102,126,0,1
472,330,724,137,36,60,62,40,338848,742016,360,127,131,106,151,1
473,135,112,0,0,29,75,76,138592,115008,39,17,85,105,209,1
474,126,102,0,72,11,76,53,129792,105216,0,125,79,95,170,1
475,190,69,10,0,68,54,21,194816,71200,114,0,131,101,127,1
476,205,77,0,26,0,103,35,210208,79296,77,60,42,130,145,1
477,426,459,0,74,3,71,4,436640,470432,32,131,69,81,109,1
478,200,73,239,0,39,103,0,204864,75136,906,46,100,172,0,1
479,204,97,0,57,0,29,8,208960,100096,103,110,44,14,113,1
480,165,58,0,4,83,33,21,169216,59456,17,52,161,87,128,1
481,423,677,44,119,73,100,59,433344,693376,157,265,189,194,179,1
482,131,91,6,26,0,148,0,134144,93312,110,62,56,255,3,1
483,127,92,0,0,73,0,87,130400,94912,66,33,128,27,230,1
484,189,61,0,14,0,84,54,194464,62944,0,36,33,90,171,1
485,177,124,53,0,38,4,0,182208,127296,169,44,77,13,84,1
486,392,607,0,0,77,26,0,402016,622240,102,49,145,71,0,1
487,427,467,0,22,52,84,0,437600,478432,39,65,125,140,92,1
488,191,76,268,34,58,98,0,195712,78528,1181,234,143,175,99,1
489,148,69,0,53,0,110,30,151872,70816,89,102,76,163,138,1
490,177,368,0,27,64,45,35,181248,377216,28,73,132,83,145,1
491,122,261,0,0,0,121,38,125664,267552,0,0,44,177,148,1
492,125,71,0,84,60,83,92,128160,73376,24,162,149,145,241,1
493,121,85,0,0,5,77,0,124736,87552,85,0,57,93,86,1
494,130,355,0,2,0,40,29,134016,363520,0,21,0,6,137,1
495,171,123,83,10,69,57,135,175136,126208,221,81,142,106,354,1
496,171,83,0,0,0,97,80,175744,85056,0,7,43,121,216,1
497,201,54,0,0,52,1,0,206592,56192,63,0,93,21,82,1
498,438,1023,0,37,6,99,35,449344,1048544,61,77,77,141,144,1
499,246,72,283,16,48,29,0,252000,74592,1340,231,100,48,94,1
500,146,76,0,0,20,66,0,150400,78720,98,2,69,83,47,1
501,330,623,88,0,57,56,59,338048,638848,232,57,119,93,180,1
502,137,305,0,0,0,75,44,140384,312448,28,29,55,87,157,1
503,152,46,0,60,56,104,0,156640,47776,53,121,146,186,95,1
504,189,83,0,59,16,72,105,194336,85088,92,116,80,90,272,1
505,201,67,0,34,57,0,119,206240,69600,1,76,106,0,308,1
506,179,73,0,61,76,3,0,183840,75008,0,120,148,45,86,1
507,137,466,0,31,0,73,0,140992,477504,0,60,54,81,103,1
508,201,93,0,0,66,47,10,206368,95904,86,29,129,88,115,1
509,166,71,0,0,0,131,64,170560,72736,0,15,65,214,187,1
510,201,107,353,0,132,59,0,205984,110528,2522,285,277,191,81,1
511,425,925,243,108,174,153,139,435296,947488,941,391,517,516,367,1
512,171,99,0,20,17,100,34,175968,101440,100,64,86,149,143,1
513,143,87,116,13,77,81,79,147200,89248,299,97,165,157,214,1
514,228,68,250,3,0,94,0,234336,70272,1001,159,41,113,57,1
515,138,71,0,56,83,103,0,141696,72864,100,129,194,212,105,1
516,201,74,0,56,26,78,49,206464,76704,0,101,93,108,164,1
517,549,850,0,77,68,69,125,562848,871392,46,153,156,126,326,1
518,194,93,302,0,111,55,22,198688,95552,1592,229,225,153,129,1
519,456,1023,115,51,25,73,77,467616,1048544,296,132,89,98,211,1
520,179,59,34,64,0,53,21,183456,60928,143,125,39,39,127,1
521,265,69,289,70,87,7,16,271744,70944,1425,329,172,61,122,1
522,237,70,303,100,142,62,106,243136,71968,1615,440,341,213,273,1
523,375,462,9,0,99,87,98,384064,473856,113,49,211,195,255,1
524,150,58,0,86,0,86,62,153984,59808,33,150,46,92,185,1
525,185,71,0,0,0,48,0,189632,72992,37,0,33,37,0,1
526,188,129,0,65,0,75,52,193184,132192,66,113,32,68,169,1
527,155,78,0,98,0,138,0,158880,80832,58,166,0,186,22,1
528,197,87,0,0,111,0,19,201888,89376,96,41,207,55,125,1
529,182,77,0,25,53,64,88,187040,79488,92,76,119,102,233,1
530,544,1023,143,70,99,97,78,557792,1048544,380,194,228,216,212,1
531,131,115,46,0,25,55,98,135104,118496,159,48,75,67,255,1
532,155,66,0,52,6,86,0,158976,68384,94,103,73,111,83,1
533,140,56,0,91,0,66,27,144352,57728,0,156,36,53,135,1
534,468,943,0,6,103,22,27,479616,966208,95,72,202,97,135,1
535,150,124,0,0,36,45,0,154112,127712,49,0,81,60,36,1
536,203,108,371,58,78,73,64,208864,110720,2976,513,172,143,188,1
537,212,40,199,16,29,86,0,217536,40992,629,132,94,126,65,1
538,365,709,50,74,38,108,74,374464,726752,165,156,126,183,206,1
539,155,58,0,0,54,69,52,159520,59776,0,28,118,112,169,1
540,235,79,246,14,80,49,43,240768,81280,964,188,161,106,156,1
541,138,145,14,47,0,128,0,141568,149440,119,91,41,188,19,1
542,280,108,312,0,111,0,11,287264,110688,1749,273,199,12,116,1
543,164,73,0,41,39,101,45,168704,75712,102,94,116,165,158,1
544,197,67,0,44,50,83,2,202240,68896,0,88,125,135,107,1
545,226,86,264,0,74,59,25,231680,88480,1135,118,140,113,132,1
546,425,807,53,72,22,127,0,435840,826528,170,149,116,224,0,1
547,545,1023,122,120,97,91,87,559072,1048544,316,299,234,201,230,1
548,219,97,0,0,75,68,0,225088,99328,44,0,148,129,86,1
549,321,270,50,26,0,77,17,329088,277280,164,74,43,82,123,1
550,457,632,16,3,0,118,0,468960,648000,121,44,65,180,71,1
551,411,592,114,68,58,77,67,421664,606336,293,166,140,131,192,1
552,148,75,0,42,8,93,0,151616,77568,89,89,77,127,96,1
553,163,57,255,0,98,64,50,167008,58816,1043,173,200,150,165,1
554,154,54,0,32,50,71,86,158048,55680,66,80,118,112,229,1
555,127,61,23,0,53,27,0,130400,62656,128,19,101,50,71,1
556,149,65,0,4,64,80,19,153088,67360,57,52,141,142,125,1
557,164,53,78,65,56,68,67,168160,55072,213,151,133,112,193,1
558,160,75,0,41,8,65,0,163872,77664,40,81,66,73,68,1
559,184,73,67,68,104,36,118,189120,74976,192,168,218,116,305,1
560,188,115,0,95,0,98,99,193248,117888,87,180,77,131,257,1
561,188,67,0,26,54,69,61,193312,68640,0,65,123,112,183,1
562,311,687,115,26,0,145,130,318848,704192,295,85,41,239,339,1
563,268,608,74,51,59,29,25,274720,623072,204,127,123,58,132,1
564,124,114,0,14,0,114,0,127776,117376,32,39,37,153,37,1
565,486,831,125,38,81,117,48,498016,851872,325,131,193,244,162,1
566,359,520,15,5,99,0,0,368288,533472,120,73,185,53,101,1
567,154,76,0,91,18,56,0,158688,78624,25,167,84,65,65,1
568,140,92,0,0,0,58,71,143456,95168,0,2,4,33,200,1
569,201,74,28,49,40,113,0,206496,76704,135,110,125,196,102,1
570,165,71,0,26,0,78,41,169408,72928,92,59,10,65,152,1
571,186,80,281,6,123,25,80,190592,82336,1327,244,255,129,217,1
572,165,1023,93,84,36,105,0,169344,1048544,243,185,123,173,103,1
573,156,103,0,0,36,71,0,159904,105952,73,0,89,101,90,1
574,222,72,314,3,122,0,0,228256,74304,1777,301,235,43,82,1
575,146,90,44,0,53,31,0,149632,92192,156,0,99,54,36,1
576,134,92,85,56,109,151,116,137632,94432,226,154,280,386,299,1
577,294,198,102,83,0,126,0,301344,203488,263,171,51,185,64,1
578,262,742,73,11,76,56,8,269184,760320,202,82,154,111,113,1
579,158,77,0,67,0,129,0,162368,79392,21,116,84,212,89,1
580,136,92,0,9,24,46,0,139360,94752,0,40,73,54,0,1
581,250,136,490,0,130,77,0,256032,139360,8669,974,263,220,83,1
582,149,78,0,25,33,68,104,153088,79872,28,63,93,95,268,1
583,157,64,0,0,33,110,104,161504,66144,53,0,103,183,268,1
584,156,348,0,42,0,98,110,160128,356992,0,66,15,103,283,1
585,164,93,0,0,24,66,85,168864,96000,50,29,77,85,226,1
586,160,60,0,24,0,66,79,164064,61728,66,54,13,48,214,2
587,140,103,0,0,88,0,50,144160,106368,65,0,152,37,165,2
588,258,119,421,0,134,18,0,264224,122784,4648,607,277,140,73,2
589,194,95,222,0,109,1,0,199328,97984,774,123,207,83,0,2
590,148,145,185,58,36,134,105,151840,148672,557,180,134,253,272,2
591,146,94,0,0,73,51,0,149664,97120,90,45,145,101,0,2
592,200,48,22,51,19,124,124,205440,49952,128,108,106,212,322,2
593,171,324,0,0,0,97,116,175392,332512,0,0,36,117,300,2
594,404,449,71,0,34,95,0,414432,460064,199,47,100,149,63,2
595,404,742,77,0,50,78,0,414208,760640,209,61,117,126,102,2
596,150,74,0,84,61,0,54,154208,76384,37,164,127,28,172,2
597,251,94,422,0,112,49,21,257760,96256,4694,477,206,145,127,2
598,369,462,0,69,70,12,25,377856,473152,97,145,141,48,132,2
599,569,191,102,59,27,0,0,582944,195744,264,140,73,0,64,2
600,433,620,72,39,74,62,99,443808,635424,201,114,156,119,257,2
601,216,84,313,10,105,94,82,221824,86944,1766,299,230,217,221,2
602,196,66,131,57,74,98,80,201216,67840,343,160,174,189,216,2
603,195,105,352,58,124,20,0,200000,107872,2513,468,263,124,71,2
604,251,87,292,0,116,0,65,257696,89888,1465,253,218,36,189,2
605,142,57,29,0,39,13,0,145792,58912,135,0,76,23,101,2
606,176,63,0,0,33,110,0,180224,64640,32,0,103,183,63,2
607,188,101,307,0,102,21,97,192864,103936,1666,240,194,94,252,2
608,226,70,270,53,49,91,0,232320,72096,1193,260,129,151,88,2
609,215,77,55,50,66,89,18,220928,79584,172,124,154,161,124,2
610,120,69,77,63,47,19,38,123264,71616,210,145,105,36,148,2
611,192,107,330,0,124,0,0,196736,110464,2051,207,233,91,64,2
612,357,460,0,31,100,12,47,366528,471808,39,91,195,82,161,2
613,212,80,302,0,103,0,89,217408,82048,1598,245,193,72,236,2
614,216,95,47,65,4,79,11,221600,97472,161,133,71,97,116,2
615,242,97,0,0,41,98,75,248608,99936,62,28,111,161,207,2
616,156,93,0,93,26,88,95,160256,95392,81,181,105,127,249,2
617,156,785,74,0,51,73,46,159840,804800,204,36,113,117,159,2
618,177,78,332,0,42,52,0,181792,80160,2085,202,84,76,59,2
619,195,88,274,0,104,34,0,199904,90464,1246,159,200,113,100,2
620,177,721,0,0,78,72,19,181312,738400,0,32,161,140,125,2
621,199,181,100,85,1,103,0,203936,185632,260,183,83,147,61,2
622,186,106,285,0,0,78,0,191424,108576,1373,170,24,76,32,2
623,349,470,0,0,25,75,82,358368,482240,35,0,78,102,220,2
624,174,101,0,37,76,68,1,178656,103840,15,87,161,131,106,2
625,152,71,32,0,48,111,48,156544,73568,140,52,128,197,162,2
626,188,47,0,23,23,46,0,192672,48448,0,55,73,52,93,2
627,506,664,43,0,49,91,83,518944,680352,154,0,114,151,222,2
628,147,54,0,18,0,69,0,150816,56256,0,45,53,74,105,2
629,184,72,8,0,5,79,0,188992,74048,112,0,57,97,0,2
630,153,76,16,21,20,88,47,157568,78272,121,68,84,124,161,2
631,394,416,30,48,110,52,59,403680,426560,137,131,234,147,180,2
632,162,176,70,0,71,92,29,165920,180224,196,21,151,172,137,2
633,140,82,0,0,41,39,78,143808,84768,5,0,87,55,212,2
634,124,156,21,79,49,128,41,127680,160416,127,162,152,244,152,2
635,151,64,0,0,11,52,0,155520,65824,27,28,59,55,102,2
636,427,465,38,0,39,112,0,437920,476544,148,54,117,193,77,2
637,176,144,77,75,46,74,27,180864,148192,210,165,121,115,135,2
638,122,193,0,0,77,41,112,125408,198432,0,3,146,91,289,2
639,505,779,215,63,104,80,109,517120,798208,731,232,232,187,281,2
640,144,55,63,62,90,40,0,148224,56416,185,152,185,103,37,2
641,121,56,0,24,7,85,11,124448,58080,1,54,70,111,116,2
642,157,87,16,99,0,118,0,161632,89472,121,186,40,156,60,2
643,180,65,46,0,87,52,146,184576,66976,158,61,173,117,391,2
644,239,130,33,46,0,70,0,245728,133248,141,97,45,69,93,2
645,141,464,0,0,17,82,25,145152,475136,0,0,73,111,132,2
646,236,56,181,21,0,112,0,242336,58176,537,116,47,153,81,2
647,154,67,0,34,60,4,0,157888,69536,0,77,116,31,0,2
648,468,761,0,25,39,103,0,479776,779488,33,65,115,170,92,2
649,184,70,0,69,32,45,43,189344,72480,65,132,92,57,155,2
650,405,764,142,0,115,109,89,415584,783136,378,92,259,265,236,2
651,137,438,0,0,56,61,0,140992,448672,39,0,115,100,99,2
652,340,528,79,127,71,91,0,348288,540864,215,295,183,170,0,2
653,159,65,16,0,69,21,91,162848,66720,121,17,125,57,239,2
654,197,66,0,0,15,31,0,201856,68576,15,19,56,28,73,2
655,181,86,0,49,90,54,83,186080,88128,17,109,187,123,223,2
656,203,68,0,0,79,19,66,208128,69760,47,27,146,65,191,2
657,278,594,97,57,57,106,0,284832,608800,251,142,148,193,64,2
658,137,43,91,0,25,50,0,141024,44384,238,0,66,60,65,2
659,135,71,0,63,0,99,57,139104,72864,101,108,0,95,177,2
660,118,41,0,20,37,56,62,120832,42272,65,63,93,77,185,2
661,427,1023,128,47,106,89,40,437440,1048544,332,154,237,208,151,2
662,146,55,0,1,52,80,0,150304,56960,45,44,121,132,84,2
663,356,799,99,117,67,47,24,364768,818304,257,273,157,89,131,2
664,521,874,37,26,0,52,0,534432,895840,146,65,0,20,57,2
665,160,86,16,23,84,64,0,164352,88288,121,87,174,133,80,2
666,219,165,340,0,66,90,21,224448,169888,2247,321,145,163,127,2
667,148,94,285,0,111,47,15,152384,96640,1369,238,228,141,121,2
668,130,83,0,20,58,56,0,133440,85472,41,65,124,94,0,2
669,136,70,0,51,12,96,0,140160,72512,99,104,84,137,89,2
670,148,98,0,41,68,0,0,152384,101152,38,93,123,0,28,2
671,468,1023,115,0,133,0,85,479648,1048544,295,49,263,73,226,2
672,138,111,341,15,98,84,0,141728,114528,2279,369,210,187,77,2
673,132,507,0,0,15,35,82,135712,519584,0,0,55,33,220,2
674,288,1023,309,156,204,115,95,295776,1048544,1705,668,671,485,249,2
675,156,71,0,28,2,20,71,160640,72928,68,66,45,7,199,2
676,1023,1023,358,170,192,195,217,1048544,1048544,2644,838,673,762,743,2
677,152,64,63,56,0,80,28,155776,65856,185,119,62,95,136,2
678,221,76,245,42,62,94,67,227232,78464,956,215,148,169,192,2
679,164,76,0,24,57,47,71,168288,78816,94,76,120,80,200,2
680,121,81,0,0,18,86,128,124608,83488,24,0,75,119,333,2
681,130,69,16,0,5,60,18,133504,70976,121,36,54,63,124,2
682,122,81,10,27,92,49,124,125056,83936,115,93,186,119,323,2
683,192,292,293,95,171,97,120,196704,299808,1475,428,468,345,311,2
684,1023,1023,454,215,285,199,253,1048544,1048544,6284,1692,1483,1207,1030,2
685,143,84,80,18,0,126,0,146656,86624,215,64,23,176,96,2
686,172,88,0,59,59,85,109,176544,90272,32,117,143,148,281,2
687,570,240,141,0,100,99,32,583840,246560,373,91,218,221,141,2
688,113,142,0,8,57,86,25,116128,146304,0,46,132,148,132,2
689,218,87,24,38,89,53,65,223744,89280,130,108,182,121,189,2
690,125,454,0,0,0,96,136,128960,465792,0,23,63,130,360,2
691,405,506,0,0,38,57,23,415072,519008,81,0,87,79,130,2
692,239,94,327,62,109,106,0,245344,96288,2003,401,254,249,78,2
693,127,66,0,0,51,52,0,131040,67680,54,0,104,82,104,2
694,189,70,32,0,0,67,0,194432,72096,139,0,20,57,0,2
695,210,103,0,0,0,120,69,215584,105472,57,25,29,165,196,2
696,543,1023,47,63,24,85,23,556960,1048544,161,132,95,121,130,2
697,167,60,0,0,23,89,0,171680,62112,97,31,84,129,83,2
698,143,74,33,0,0,83,45,146624,76672,141,45,55,100,158,2
699,123,142,0,9,18,4,67,126528,145632,81,49,56,0,193,2
700,140,247,0,63,43,23,0,143904,252928,77,125,100,37,7,2
701,192,88,55,7,73,66,87,197600,90112,172,72,151,124,231,2
702,124,367,0,69,34,51,0,127872,376640,0,124,96,67,89,2
703,189,52,30,0,98,75,24,193696,53920,137,21,200,169,131,2
704,434,1023,0,0,0,94,0,445088,1048544,0,0,11,97,56,2
705,168,72,39,11,0,76,30,172416,73728,149,57,57,88,138,2
706,170,83,0,17,50,54,0,175072,85056,0,54,111,84,98,2
707,157,73,28,54,97,23,0,161408,75328,135,134,194,90,40,2
708,225,61,244,21,99,35,0,230560,62496,947,199,197,108,0,2
709,243,78,311,28,68,87,47,249120,80032,1729,301,153,159,161,2
710,128,70,68,16,49,80,0,131072,72416,193,78,118,129,54,2
711,184,56,18,0,36,44,0,188800,57664,123,0,80,59,99,2
712,197,58,92,81,76,67,83,202592,59936,240,189,170,129,223,2
713,168,76,27,0,10,40,61,173024,77824,133,0,49,36,183,2
714,237,83,336,54,88,0,2,243328,85952,2163,402,171,55,107,2
715,357,1023,0,21,6,22,120,365888,1048544,59,57,48,11,311,2
716,210,77,0,0,113,0,54,215456,78944,77,0,205,45,172,2
717,148,67,0,6,93,15,0,151936,69504,76,65,177,77,31,2
718,155,57,0,0,83,0,0,159648,58880,47,0,138,12,79,2
719,166,85,204,0,90,0,26,170080,87264,659,120,164,53,133,2
720,208,70,296,75,84,98,62,213536,71776,1508,349,196,199,185,2
721,173,746,0,3,0,98,97,178112,764480,61,36,57,130,252,2
722,140,87,33,0,81,58,54,143392,89920,140,6,156,120,172,2
723,402,769,139,105,40,1,12,411776,787584,368,248,100,11,117,2
724,378,736,199,12,91,0,60,387712,753824,631,145,170,58,181,2
725,443,782,32,0,82,0,38,453984,801152,139,61,141,7,149,2
726,237,78,347,0,86,113,0,242720,80800,2393,260,184,239,33,2
727,130,64,0,22,13,65,48,133696,65696,57,60,68,77,163,2
728,181,60,0,7,42,68,106,185376,62336,77,52,103,102,273,2
729,180,758,168,79,52,118,40,184608,776480,477,209,151,219,151,2
730,177,73,0,0,71,0,50,182144,75744,83,42,125,23,165,2
731,127,47,11,66,64,0,65,130080,48960,116,141,125,20,189,2
732,188,67,0,0,33,57,103,192928,68800,92,24,83,76,267,2
733,130,53,0,0,0,86,97,133792,54624,47,1,55,108,252,2
734,415,700,56,70,92,85,59,425760,716896,174,165,206,180,180,2
735,172,57,0,0,40,104,0,176640,59168,25,0,109,173,85,2
736,187,90,355,0,97,67,27,191584,92160,2571,310,190,153,135,2
737,171,48,0,56,0,106,113,175712,49216,68,103,68,148,292,2
738,181,85,400,0,103,80,12,185504,87808,3868,483,209,186,117,2
739,401,683,53,66,93,82,33,411328,700000,169,157,207,177,142,2
740,179,67,0,81,47,92,7,183776,68928,0,149,132,151,112,2
741,204,91,298,53,84,77,0,209312,93984,1539,316,184,157,85,2
742,177,68,0,0,48,46,0,181248,70592,68,24,101,71,22,2
743,151,60,0,0,0,59,0,154816,61440,13,0,17,43,22,2
744,144,66,0,52,0,91,0,147840,68064,61,97,61,114,105,2
745,137,93,28,34,44,45,67,141152,96032,135,91,101,66,193,2
746,435,551,46,22,49,62,81,446144,564224,159,81,113,97,219,2
747,184,440,0,6,0,83,89,188576,451360,0,24,5,73,235,2
748,300,117,407,0,116,0,37,307744,120096,4094,538,217,69,147,2
749,412,591,41,62,58,94,67,421888,605216,152,137,145,165,193,2
750,163,73,13,62,20,106,0,167808,75328,118,124,99,165,65,2
751,210,66,257,24,90,12,0,215712,68224,1067,216,173,70,57,2
752,126,177,0,25,0,77,0,129760,181920,78,58,28,73,0,2
753,129,58,0,13,49,75,12,132320,60192,9,51,115,118,118,2
754,171,114,0,0,32,43,77,175776,116864,59,3,76,54,211,2
755,402,991,157,42,132,0,96,411744,1014944,434,172,271,69,250,2
756,139,480,0,0,0,87,0,143232,491616,0,0,44,104,71,2
757,393,737,56,0,99,12,59,403008,755264,173,69,189,81,179,2
758,266,172,446,0,141,85,68,273152,176448,5829,739,318,255,194,2
759,184,67,0,1,20,93,21,189024,68864,0,31,84,135,128,2
760,176,67,0,5,58,77,84,180576,69344,39,49,129,130,224,2
761,158,90,0,38,0,117,0,162528,92864,100,83,77,181,75,2
762,166,73,0,43,0,73,0,170912,75072,52,81,47,76,52,2
763,223,127,352,0,128,2,47,229344,130528,2504,304,253,113,161,2
764,141,58,29,89,0,47,40,145248,59648,137,175,60,40,151,2
765,131,57,0,0,19,99,51,134944,58592,83,36,85,147,167,2
766,161,76,0,26,9,50,48,165536,78784,86,68,60,51,162,2
767,375,627,61,0,31,28,27,384224,642144,181,45,74,34,134,2
768,474,589,190,87,108,104,112,486080,603936,585,258,257,245,290,2
769,131,82,0,0,32,31,0,134944,84096,0,31,77,39,0,2
770,219,95,372,41,92,84,38,224480,97824,3013,497,202,180,148,2
771,195,106,342,0,54,62,0,200256,109248,2281,317,115,101,53,2
772,199,71,4,29,36,76,0,204320,73504,108,79,101,112,0,2
773,147,89,346,0,80,0,13,150720,91744,2369,305,138,36,119,2
774,143,53,0,0,5,57,43,147232,54944,83,38,54,59,156,2
775,153,51,0,0,42,53,62,157312,52768,65,0,92,77,184,2
776,417,665,105,123,156,56,142,427424,680960,272,329,397,232,380,2
777,391,1023,96,0,77,98,0,400384,1048544,249,48,168,193,88,2
778,172,83,0,45,26,42,0,176192,85536,105,98,79,49,35,2
779,165,53,0,8,23,1,0,168992,54784,0,39,61,0,0,2
780,347,656,69,69,110,93,127,355872,671776,195,172,251,220,332,2
781,168,66,271,61,0,127,0,172352,68480,1213,261,60,193,81,2
782,244,92,332,11,73,18,90,250208,94400,2097,333,138,58,237,2
783,419,736,103,54,74,6,114,429856,754048,267,145,145,47,293,2
784,329,720,130,84,88,66,114,337536,738176,339,211,194,141,293,2
785,1023,1023,143,0,61,0,205,1048544,1048544,380,89,106,0,665,2
786,196,65,249,27,62,83,96,201696,66560,992,201,141,145,251,2
787,130,76,47,0,64,42,112,133856,78144,160,37,124,79,290,2
788,408,715,68,61,44,50,42,418112,732416,193,138,108,73,154,2
789,200,113,14,53,57,74,55,205664,116608,119,119,133,123,173,2
790,188,59,0,66,59,61,59,192608,60608,38,129,135,103,180,2
791,370,668,55,43,18,133,0,379776,684704,172,103,110,241,97,2
792,345,809,102,105,87,53,21,353312,828512,263,248,193,119,128,2
793,601,230,320,0,116,0,0,616032,235936,1876,228,217,73,58,2
794,255,89,294,0,67,26,27,261600,91872,1479,151,118,61,134,2
795,188,66,0,76,0,84,0,193152,67808,0,125,39,87,77,2
796,165,72,38,13,22,78,27,169248,74528,147,63,81,105,134,2
797,180,103,4,53,33,29,77,185120,106432,109,111,86,37,211,2
798,320,635,244,36,146,104,123,328512,650272,945,240,361,308,320,2
799,226,83,336,41,115,33,73,232000,85504,2175,395,239,127,203,2
800,336,424,73,79,6,59,83,344192,434304,203,164,69,62,222,2
801,172,77,0,13,0,87,0,176544,78944,0,34,28,92,0,2
802,115,178,0,0,50,104,8,118208,182496,4,7,125,183,113,2
803,174,57,0,0,41,37,0,178464,58816,3,20,89,53,7,2
804,195,91,0,0,0,45,0,200320,93568,89,4,25,29,20,2
805,205,87,0,0,15,75,7,210176,89600,28,0,67,95,112,2
806,234,74,269,10,80,11,0,239712,76288,1188,213,150,58,86,2
807,385,441,50,90,43,78,22,394368,451744,165,188,123,121,129,2
808,130,110,0,0,0,105,138,133536,113312,0,0,11,121,364,2
809,398,786,0,55,83,49,72,408544,804896,69,122,173,109,201,2
810,334,327,107,0,30,12,104,342816,335584,276,63,69,15,270,2
811,168,250,136,0,85,56,33,172256,256448,357,89,170,121,142,2
812,178,71,224,54,78,57,21,183040,73056,791,216,164,115,127,2
